id,text,Task A,Task B
5458,@user_abcdefghij @user_abc sono ricchione e pure tossico di coca ma non credo in niente dio sono io,0,
5459,@user_abcdefgh @user_abcdef @user_abcdefghij @user_abcde io divento femminiello / quando bevo il tavernello (oh ma stanno messi male assai eh),0,
5460,@user_abcdefghij @user_abcdef Un culattone insomma...e diciamolo!!! Se gli piace lo jojo che faccia pure ma se deve diventare normalita'...e be': parliamone,1,"Il tweet utilizza il termine offensivo ""culattone"" per riferirsi a una persona presumibilmente omosessuale, esprimendo un giudizio negativo e opponendosi all'idea che l'omosessualità diventi ""normalità"". Questo implica un atteggiamento discriminatorio e di disprezzo verso le persone LGBTQIA+, configurando odio omotransfobico."
5461,"@user_abcdefghij Ma hai finito di dire puttanate?!?! Hai rotto i coglioni con ste cazzate, ti stanno simpatici quei due figli di puttana dei fratelli bianchi? Vai a trovarli in carcere e non rompere il cazzo. Vai, andate tutti e tre a fare in culo insieme.",0,
5462,@user_abc lo usavo in modo da non far nascere bastardi come te lurido culattone,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"", un insulto diretto e denigratorio verso persone omosessuali, associato a un tono aggressivo e dispregiativo."
5463,"Fogna ""tennista"" famoso per maleducazione, uscite omofobe, perdente nato, rotto in culo, figurista di merda, aggiunge un'altra opera, ma quanto è lunga sta collezione fabio? [URL]",1,"Il tweet contiene odio omotransfobico perché definisce la persona come ""famoso per uscite omofobe"", implicando un comportamento discriminatorio verso persone LGBTQIA+. Anche se il tweet non esprime direttamente odio, segnala e sottolinea l'omofobia come caratteristica negativa, in un contesto offensivo e denigratorio."
5464,Grandissimo scurnacchiat femminiello ommemerd,1,"Il tweet contiene odio omotransfobico perché utilizza termini offensivi e dispregiativi (""scurnacchiat femminiello ommemerd"") rivolti a una persona presumibilmente LGBTQIA+, con un tono denigratorio e insultante."
5465,non per essere un ricchione dell'A24 ma io ne ho bisogno [URL],0,
5466,"@user_abcdefghij @user_a @user_abcdef Si, hanno bisogno di un femminiello depilato...",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminiello"" in modo dispregiativo e stereotipato, associandolo a un insulto (""depilato"") che denigra l'identità di genere o l'espressione di genere, manifestando pregiudizio verso persone LGBTQIA+."
5467,"mi sento cosi a disagio quando ripenso al giorno in cui ho cercato di ammazzarmi, dio c ane sei una checca e un incompetente si merda. Hai fatto sta male delle persone per niente lol, ora sparisco /;",1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""checca"" in modo denigratorio e associato a insulti personali, esprimendo disprezzo verso una persona presumibilmente LGBTQIA+."
5468,questi pirati gay comunisti e rivoluzionari mi stanno facendo uscire di testa,1,"Il tweet contiene odio omotransfobico perché utilizza l'espressione ""pirati gay comunisti e rivoluzionari"" in modo denigratorio e offensivo, associando l'identità gay a termini usati con intento dispregiativo, contribuendo a un messaggio di pregiudizio e derisione verso le persone LGBTQIA+."
5469,Grazie twitter policy perché adesso se scrivo quello che tanto vorrei scrivere ovvero taci travione mi bannano l'account in 10 secondi,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""travione"" in modo dispregiativo e offensivo verso persone transgender, esprimendo un desiderio di silenziarle con toni aggressivi."
5470,"giornata di pioggia e mia figlia fa quello che sa fare meglio da puttana, la succhiacazzi [URL]",0,
5471,"@user_abcdef Di,ma perche' non anche' UN BEL CULATTONE? AH SCUSATE,QUELLI CE NE SONO IN GRANDE QUANTA'. #PATRIOTICRISTIANI",1,"Il tweet utilizza il termine ""culattone"" in modo dispregiativo e sarcastico, associandolo a un contesto di derisione e stereotipo negativo verso persone omosessuali. Il tono è offensivo e denigratorio, quindi contiene odio omotransfobico."
5472,💁‍♀️ Gli inciuci di Checca e Reny 🌷 [URL] #jeru #jeruspace #rai #selassiè #lulu #gfvip #valeriamarini #jessyselassie #jessylove #jessivip #clarissa #cristianomalgioglio,1,"Il tweet utilizza il termine ""Checca"" in modo dispregiativo e denigratorio, che è un termine offensivo e stereotipato rivolto a persone LGBTQIA+, in particolare gay. L'uso in questo contesto ha un tono denigratorio e contribuisce a diffondere odio omotransfobico."
5473,Buonasera da Europea culattone! [URL],1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"", un epiteto offensivo e dispregiativo rivolto a persone omosessuali, in modo denigratorio. L'uso del termine in questo contesto ha un tono offensivo e discriminatorio."
5474,"@user_abcdef La definizione ""Femminiello"" è arrivata da Sparta? Parlate a vostro nome.",0,
5475,"bello come quando rispondo, argomentando, alle persone che dicono che la pansessualità sia valida, loro non mi caghino perché non sanno che dire ☠️",0,
5476,"@user_abc @user_abcdef 👍Lo raccontavo prima ad amico. Stupito perché aveva sentito così in tv.🙄 ""Nessuno"" aveva voluto rapporti o foto con Lavrov. Queste teste di cazzo vendute, disoneste, culattone, bugiarde, mentitrici e pure stronze. Non dicono che se ne è andato quando parlava Baerbock.",1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"", che è un epiteto dispregiativo rivolto a persone omosessuali, inserito in un contesto di insulti e denigrazione."
5477,"@user_abcde @user_abcdef La figura del femminiello, tipica del centro storico, è molto rispettata nella società napoletana",0,
5478,@user_a finisce con un ma non mi rompere le balle culattone che non sei altro dopo dieci minuti,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"" come insulto diretto, esprimendo disprezzo verso una persona presumibilmente omosessuale."
5479,"le amicizie da tre fanno schifo, qualcuno la piglia sempre nel culo, in questo caso io🤪",0,
5480,@user_abcdefgh CIAO DONOSO...DI KE PARLI??? 🤔IO NN O POSTATO NESSUN MEME VEDO SOLO UN RATTO KE FUMA UNA SIGARETTA.. SARÀ STATO KUEL CRETINO FEMMINIELLO DI MIO NIPOTE 🤬🤬🤬,0,
5481,"@user_abcd Sì chiama televisione spazzatura. Come se essere gay dovesse essere per forza sinonimo di ""effeminato"": e vai con gli stereotipi; non ne usciremo mai!",0,
5482,@user_abcdefg @user_abcdefghij A me questo gia mi ha rotto il cazzo. Andasse a fare in culo da qualche altra parte con quel pescivendolo di Mendes e la sua banda di zingari,0,
5483,"Ieri uno della compagnia dopo essersi provato lo smalto fa:""ua questo smalto nero è proprio forte, quasi quasi divento ricchione"" io veramente pieno di questa gente, non vedo l'ora di non rivederli mai più",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo dispregiativo e denigratorio, associandolo a un comportamento deriso e manifestando un sentimento di rifiuto verso chi usa tale linguaggio."
5484,"@user_abcde E' uscito il 69, che culattone eh ? ahahhahhahahhah ciuaoooo Luchino, sempre forte.👍👍😅😘🤣🤣🤣🤣",1,"Il tweet utilizza il termine ""culattone"", che è un insulto omotransfobico rivolto a persone omosessuali, in modo derisorio e offensivo. Il tono è beffardo e denigratorio, quindi il contenuto contiene odio omotransfobico."
5485,"Nel caso non muoverò un dito. A prescindere, perché i parassiti statalisti possono andare a fare in culo. A maggior ragione pensando a quanto hanno rotto e rompono i coglioni le femministe di turno. Muovono il culo loro, d'altronde sono più brave e emancipate (cit) [URL]",0,
5486,Erica l'ho gia mandato a quel paese....quella faccia da culattone. Non se ne può piu [URL],1,"Il tweet contiene odio omotransfobico perché utilizza l’espressione offensiva e denigratoria ""faccia da culattone"", un termine dispregiativo rivolto presumibilmente a una persona LGBTQIA+, esprimendo disprezzo e intolleranza."
5487,@user_abcdef Ma davvero ci sono novità sulla checca canadese?,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""checca"" in modo dispregiativo per riferirsi a una persona presumibilmente omosessuale, con un tono offensivo e denigratorio."
5488,@user_abc Il mio amico Renè: “ma te stavi insieme a quel culattone...e parte con la descrizione del tipo”. Piango 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣un approccio fenomenale🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,1,"Il tweet utilizza il termine offensivo ""culattone"" per riferirsi a una persona presumibilmente omosessuale in modo denigratorio e derisorio, esprimendo un atteggiamento di scherno e disprezzo verso la persona LGBTQIA+. Questo costituisce odio omotransfobico."
5489,@user_abcdefgh @user_abcdefghij Però te giudichi. Brava ciucciacazzi.,0,
5490,@user_abcdefghi @user_abcdef parla per te culattone di merda,0,
5491,@user_abcdef @user_abcd torna alla fenomenologia culattone,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"" in modo offensivo e denigratorio rivolto presumibilmente a persone omosessuali, con l'intento di insultare."
5492,"@user_abcdef immagina voler commentare la politica internazionale usando il termine ""checca"" come dispregiativo 🤡",0,
5493,"ho l'oratorio sotto casa e ho appena sentito dei bambini urlare in coro ""marco è un ricchione marco è un ricchione""..crescono bene ❤️❤️😍",1,"Il tweet riporta un episodio in cui bambini usano un termine omotransfobico (""ricchione"") come insulto verso una persona, e il tono ironico (""crescono bene ❤️❤️😍"") sembra approvare o minimizzare l'uso di tale espressione, contribuendo a diffondere un messaggio di derisione verso persone LGBTQIA+."
5494,@user_abcdef “Ma sta zitto culattone che non sei altro”,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"" come insulto diretto, esprimendo disprezzo verso una persona presumibilmente LGBTQIA+."
5495,"@user_abcde Culattona, frocia, maiala pervertita, battona uhmmmmmm troia scappellata",1,"Il tweet contiene odio omotransfobico perché utilizza numerosi insulti volgari e offensivi specificamente rivolti a persone LGBTQIA+, come ""culattona"", ""frocia"" e ""battona"", con un tono denigratorio e di disprezzo."
5496,"@user_abcdef Ma questi si svegliano la mattina pensando subito di andare in TV a dire stronzate e prendere per il culo la gente ,ma non lo hanno ancora capito che hanno rotto fin troppo",0,
5497,@user_abc @user_abcdefgh @user_ab Ma non ci rompere le palle culattone,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"" in modo offensivo e denigratorio, rivolto presumibilmente a persone LGBTQIA+, con un tono di disprezzo e aggressività."
5498,@user_abc @user_abcde @user_abcdefgh @user_ab Ma non ci rompere le palle culattone x2,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"", un insulto diretto e denigratorio verso persone omosessuali, con un tono aggressivo e dispregiativo."
5499,"@user_abcdefghi @user_abcdefg @user_abcde Stop. Tutto il resto non conta, non è argomento degno di dibattito e di diritto civile e talvolta anche penale. Ma guai a contrastare il cannarolo o il culattone... Zan è pronto a sventolare le manette. Se muore qualcuno con il siero magico, come dicono ad Oxford... Stikazzi",1,"Il tweet utilizza termini offensivi e dispregiativi come ""cannarolo"" e ""culattone"" rivolti presumibilmente a persone LGBTQIA+, in un contesto di derisione e minaccia implicita (""Zan è pronto a sventolare le manette""). Questo indica un atteggiamento di odio omotransfobico."
5500,@user_abc @user_abcd @user_abcdefg @user_abcd TORNA QUANDO NON SARAI PIÙ FROCIA,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""frocia"" in modo offensivo e dispregiativo, rivolto a una persona come insulto basato sull'orientamento sessuale o identità di genere."
5501,@user_abcdefgh Si gasano per un ricchione biondino con la faccia da bravo ragazzo,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""ricchione"" in modo denigratorio e dispregiativo verso una persona presumibilmente omosessuale, esprimendo disprezzo e pregiudizio."
5502,I SENTINELLI AL VERONA PRIDE! Verona per tanto tempo è stato il fortino della destra più becera e razzista. Il risultato delle ultime Comunali apre alla speranza che anche in questa splendida città possa finalmente soffiare un vento nuovo. [URL],0,
5503,"@user_abcde IL RIKKIONAZZO SVIZZERO FROCIO SINISTROIDE STO FIGLIO DI BUTTANA IDIOTA E STUPIDO FINOKKIO ROTTO IN CULO CONTINUA A DIRE BUGIE,SE QUALCUNO CONOSCE KLAUS DAVI E LO VEDE SE PUO' SPUTARGLI IN FACCIA ANCHE PER ME,SE LO BECCO IO LO FACCIO PENTIRE DI ESSERE NATO FROCIONE PIDIOTA",1,"Il tweet contiene odio omotransfobico perché utilizza ripetutamente termini offensivi e denigratori a sfondo omotransfobico come ""frocio"", ""finokkio"" e ""frocione"", accompagnati da insulti gravi e un incitamento alla violenza (""se lo becco io lo faccio pentire di essere nato frocione""). Il tono è chiaramente offensivo e ostile verso una persona presumibilmente LGBTQIA+."
5504,"@user_abcdefg io non sopporto il termine ""Adoro"". Sa tantissimo di checca isterica...e chiaramente non c'è nulla di omofobo in quello che sto dicendo. Una pura considerazione",1,"Il tweet utilizza il termine ""checca isterica"" in modo dispregiativo, un'espressione stereotipata e offensiva verso persone LGBTQIA+, in particolare gay o persone effeminate. Nonostante l'autore affermi che non c'è nulla di omofobo, il tono e il contenuto sono chiaramente denigratori e contengono odio omotransfobico."
5505,"@user_abcde @user_abcd RIKKIONE DI MERDA,CULATTONE DELLA PEGGIOR SPECIE,FROCIO,PURPU,SCHIFOSO SINISTROIDE FALSO,CHECCA,FINOKKIO,BASTARDO SVIZZERO",1,"Il tweet contiene odio omotransfobico perché utilizza numerosi insulti esplicitamente rivolti a persone LGBTQIA+, come ""culattone"", ""frocio"", ""checca"", ""finokkio"", che sono termini dispregiativi e offensivi. L'insieme del messaggio è chiaramente denigratorio e ostile verso persone omosessuali."
5506,ha interpretato un milanese criminale una gay icon un cesso che compie revenge porn adesso passiamo al bad boy ossigenato per poi arrivare in futuro ad un pittore e un pischello che si innamora di una trentenne (?) a natale i suoi mille talenti,0,
5507,@user_abcde Sono a favore di poliziotti e carabinieri femminielli che corrono sculettando dietro ai delinquenti!,1,"Il tweet utilizza il termine ""femminielli"" in modo dispregiativo e stereotipato, associandolo a una derisione verso poliziotti e carabinieri. Il tono è offensivo e denigratorio nei confronti di persone LGBTQIA+, configurando odio omotransfobico."
5508,@user_abcdefg @user_abcdefgh Meglio na vita da poverapecora che na vita da pedofilo come te. Rosicone al servizio del Dillon. Ciao culattone,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"", un insulto diretto e denigratorio verso persone LGBTQIA+, in un contesto di attacco personale."
5509,queste cose gay stanno sfuggendo di mano ma va bene così più gay e togliamo il medico di torno,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""gay"" in modo dispregiativo e suggerisce che un aumento di persone gay porterebbe a ""togliere il medico di torno"", frase che implica un giudizio negativo e discriminatorio verso le persone LGBTQIA+."
5510,@user_abcdefg Sai sparare ma sei rotto in culo,0,
5511,"@user_abcdefg Hanno fatto la battutella ""Chissà se la pagina ufficiale di amigos si ricorderà del tour di A""(frecciatina ennesima al fatto che caghino solo L) e poof, 15 minuti dopo l'apertura delle vendite, hanno postato su di lui Solo figure di merda, ogni volta",0,
5512,@user_abcd TWITTER FOTTUTO ANTISEMITA SCURNACCHIAT FEMMINIELLO,0,
5513,"Chi ha fatto la colonna sonora di ""Call Me By Your Name""? Ennio Ricchione",0,
5514,@user_abcd Mi sa che il travione ti ha bloccato lmao,1,"Il tweet utilizza il termine ""travione"", un termine offensivo e dispregiativo rivolto a persone transgender, in modo denigratorio e derisorio, quindi contiene odio omotransfobico."
5515,È successo: mi hanno dato del ricchione pidiota,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"", che è un insulto omofobico rivolto a persone LGBTQIA+, associandolo in modo offensivo a un gruppo politico (""pidiota"")."
5516,HANSOL RICCHIONE DI MERDA NON SEGUIRÒ MAI PIÙ I TUOI CONSIGLI,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""ricchione"", un insulto diretto e denigratorio verso le persone omosessuali, accompagnato da un linguaggio aggressivo e dispregiativo."
5517,"@user_abcdef @user_abcdefgh @user_abcdefghi Peggior portiere della storia dell'inter,che fa papere da 3 anni, da sempre la colpa agli altri e ci ha fatto perdere lo scudetto ma non va insultato via ciucciacazzi di zhang",0,
5518,"@user_abcde Irresponsabile? Cosè? hai paura di dire che sta facendo il culattone con il nostro culo? Perché lo sai cosa succede domani vero? Borsa giù e spread su, molto su. elementare stefano, elementare. mandatelo a fanculo prima che sia troppo tardi.",1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"" in modo denigratorio e minaccioso, associandolo a un contesto di paura e incitamento all'ostilità. L'uso del termine è chiaramente dispregiativo verso persone LGBTQIA+."
5519,@user_abcde @user_abcdefg @user_a Te hai il belino stai bravo che ti prendono per buliccio 😎,0,
5520,@user_abcdefg Anche parecchio culattone: senza discriminare!,1,"Il termine ""culattone"" è un insulto omotransfobico rivolto a persone omosessuali. Anche se il tweet dice ""senza discriminare"", l'uso di questo termine resta offensivo e denigratorio, quindi contiene odio omotransfobico."
5521,"@user_abcd @user_abcdefghij Mancano all'appello i piglianculo Cos'è, politically correct?",0,
5522,Ma stai zitta non sono ricchione,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""ricchione"" come insulto diretto, con un tono denigratorio e discriminatorio verso persone LGBTQIA+."
5523,#PRELEMI #prelemi @user_abcdefghi a chi vuoi prendere per i fondelli. Questo a casa tua sto finto gay lo hai anche trombato [URL],0,
5524,@user_abcdefghij BASTARDO ROTTO IN CULO FRUSTRATO LARVA DELLA MERDA CODARDO,0,
5525,"@user_abcdefghi Ma non mi rompere le balle, culattone che non sei altro",1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"" come insulto diretto, esprimendo disprezzo verso una persona presumibilmente omosessuale."
5526,@user_abcdefg @user_abcde Ricchione chiaro che ci vado ahaha compleanno,0,
5527,"Questo patetico schifoso nullafacente di Sanchez pensa di essere ancora nel 2012. Sei scarso, rotto, dannoso e patetico. Prendi e vattene a fare in culo [URL]",0,
5528,"@user_abcdefghi Una volta mi sei passato vicino in Regione a Firenze,io ero seduto su uno scalino insieme a altri colleghi perché ci volevano licenziare Hai una faccia simpatica e sembri piuttosto effeminato pur con la barba Sicuro di essere Leghista?",0,
5529,I PREGIUDIZI - FACCIO UN ES. MA CE NE SONO A IOSA: MARLON BRANDO AMATO DA MIRIADE DI DONNE AMATO DA UOMINI PER IL SUO TALENTO CINEMATOGRAFICO LO STIMANO LO AMANO...MA TANTE PERSONE NON SANNO CHE MARLON ERA GAY!! O MEGLIO BSX ; ))) ADESSO LO AMI ANCORA COME PRIMA?,0,
5530,"Brunetta chi? Quando vivevo a Napoli c'era un femminiello simpaticissimo, piccolo di statura, che era famoso in centro per le scarpe altissime che indossava (si chiamavano zatteroni) quando percorreva via Toledo. Il femminiello era soprannominato Brunetta a' scarpetta. [URL]",0,
5531,@user_abcdef Populismo è dire ..smetto di stare in politica se perdo il referendum.. referendum perso e sei ancora in mezzo alle palle...populista che piglia per il culo la gente..,0,
5532,#prelemi e non mi venite a dire che questa non è Giulia. Qui tutte due non si capisce niente. Lui che fa una serata giusto per dove stavano 4 gatti giusto per stare a Maratea con figlio e ex anomalo ciò. Lei che si fa mettere la ma o sulle gambe gay o meglio bissesuale. 🤘Pier [URL],0,
5533,"@user_abcde Quando vai a Parigi, fa' il culattone",1,"Il tweet utilizza il termine offensivo ""culattone"" in modo dispregiativo rivolto a una persona, esprimendo un contenuto omotransfobico."
5534,@user_abcdef rt anche se sono uomo e ricchione,0,
5535,cazzo vuole sto ricchione misogino di platone [URL],1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"", un insulto omotransfobico, in modo offensivo e denigratorio verso una persona, associandolo a un contesto negativo."
5536,@user_abcdefg visto che non ho avuto xiao ho dovuto assemblare una nuova squadra di femminielli per la mia salute mentale,0,
5537,I più carini sono gay comunque. E soprattutto si vede che si lavano.,1,"Il tweet contiene odio omotransfobico perché, pur presentandosi come un complimento (""I più carini sono gay""), include un'affermazione stereotipata e denigratoria (""si vede che si lavano""), che implica un pregiudizio negativo verso le persone gay. L'insieme del messaggio ha un tono ironico e offensivo."
5538,"@user_abcdef Sia chiaro, ""ricchione"" è meno omofobo di ""frocio"".",0,
5539,Femminiello SCURNACCHIAT omm e merd,1,"Il tweet contiene odio omotransfobico perché utilizza termini offensivi e dispregiativi (""SCURNACCHIAT"", ""merd"") rivolti a ""Femminiello"", un termine che si riferisce a persone transgender o di genere non conforme, esprimendo disprezzo e derisione."
5540,@user_abcdefg Sai da quando ? Da quando i farabutti sanno che non pagheranno mai. Ma poi è mia convinzione che è un’associazione a delinquere senza alcun onere. Sti femminielli si tirano i capelli e poi si inculano gli uni con gli altri. Alla buon compagno per intenderci.,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo e denigratorio ""femminielli"" in modo dispregiativo e stereotipato, associandolo a comportamenti volgari e criminali, esprimendo disprezzo e pregiudizio verso persone LGBTQIA+."
5541,"RT @user_abcdefghijk Aspe', mi è appena venuta in mente quella volta che Civas ha rotto il culo a Santana #concertozzo @user_ @user_abcde",0,
5542,"Infame, pezzo di merda è culattone [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"" come insulto diretto, associandolo a espressioni offensive (""infame, pezzo di merda""), manifestando disprezzo verso persone LGBTQIA+."
5543,Il saraceno di sta minchia. Che me ne frega a me di quante donne ha? Io ricchione sono. [URL],0,
5544,"@user_abcdefghij Quando una checca isterica viene elevata da 0 a 0,2… questi sono gli effetti.",1,"Il tweet utilizza il termine ""checca isterica"" in modo denigratorio e offensivo verso una persona presumibilmente omosessuale, esprimendo un pregiudizio e un tono dispregiativo tipici dell'odio omotransfobico."
5545,"Cercare persone decise, no pseudo rivoluzionari a chiacchiere, caxxari vari.. la soluzione per uscirne fuori, ma non solo qui, soprattutto sul territorio, e questi mi parlano di cosa fa conte o pregliasco, me ne frega na sega di quello che fa il liquidatore e il #culattone.",1,"Il tweet utilizza il termine ""culattone"" in modo dispregiativo e offensivo, associandolo a un contesto di disprezzo e derisione. Questo termine è un insulto omotransfobico rivolto alle persone LGBTQIA+, quindi il tweet contiene odio omotransfobico."
5546,@user_abcdefgh Mi fa schifo e secondo me è più da checca l'iqos,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""checca"" in modo dispregiativo e offensivo, associandolo a un giudizio negativo (""mi fa schifo""), esprimendo quindi un pregiudizio e disprezzo verso persone LGBTQIA+."
5547,"@user_abcdefghij Ma magari rosso rotto in culo. Magari come l'Ungheria. Vatti a fare un giro in quella nazione, poi mi dici",0,
5548,"@user_abcde Immigrati irregolari, femminielli, LGBT, lgbtq,",0,
5549,Attenzione checca-fight #90giorniperinnamorarsi,0,
5550,ma vogliamo dormire invece di fare le ricchione o no? @user_abcdefg,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo dispregiativo e offensivo per riferirsi presumibilmente a persone LGBTQIA+, esprimendo disprezzo e derisione."
5551,@user_abcdef Ma non mi rompere le balle culattone che non sei altro.,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"", un epiteto dispregiativo rivolto a persone omosessuali, con un tono denigratorio e aggressivo."
5552,@user_abcdef @user_ab @user_abcdefg @user_abcdefghi È sempre facile fare il ricchione col culo degli altri,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo offensivo e denigratorio, associandolo a un'espressione volgare e dispregiativa. L'uso del termine in questo contesto è chiaramente un'espressione di disprezzo verso persone LGBTQIA+."
5553,"Vorrei chiarire un punto, con buona pace degli omofobi e di quelli che ancora nel 2022 parlano di ""mosse da checca"". Questo è il MIO pensiero, non vuole essere universale e molto probabilmente non verrà condiviso dalla comunità LGBTQI+ in ascolto. Mi dispiace, ma è la mia vita. »",0,
5554,@user_abcdefghi Un femminiello vecchio stampo 🤦‍♀️😟,0,
5555,"@user_abcdefg Mi devo far benedire da nu pret ricchione, l'unica via",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo offensivo e dispregiativo riferito a una figura religiosa, suggerendo che la benedizione da parte di un prete omosessuale sia l'unica via, in un contesto chiaramente sarcastico e denigratorio."
5556,Donnarumma Spinazzola Deligt Demiral (Romero) Cancelo L'universo corretto.... Ma meglio DeSciglio ROTTO IN CULO,0,
5557,"Monica Lewinsky tra sé e sé: “trovo sconcertante che io per un pompino abbia dovuto sopportare attacchi ignobili di ogni tipo, e invece quelli che risiedono sotto la scrivania di #Draghi siano spacciati come giornalisti e non come succhiacazzi”",0,
5558,Tutti abbiamo amici politicamente ritardati. Spiegate loro che bastava porre la sfiducia ai ministri 5S e sostituirli. Evidentemente abbiamo un parlamento di femminielli.,1,"Il tweet utilizza il termine ""femminielli"" in modo dispregiativo per riferirsi al parlamento, associando un insulto a un termine che può essere percepito come offensivo verso persone LGBTQIA+ o di genere non conforme. Questo costituisce un'espressione di disprezzo e stereotipo, quindi contiene odio omotransfobico."
5559,"@user_abcde Il governo non è caduto e Draghi ha la maggioranza, e la maggioranza ha votato in parlamento e Senato in maggioranza per Draghi! Informati prima di dire cialtronate renzusconiane con tocco intelligenza Salviniana! È Draghi che sta facendo checca isterica 😩",1,"Il tweet utilizza l'espressione ""checca isterica"" in modo denigratorio e offensivo, associando un comportamento negativo a un termine dispregiativo rivolto a persone LGBTQIA+. Questo costituisce un'espressione di odio omotransfobico."
5560,"@user_abcdefgh Poi potremo tramare ad avere statisti come Gioggia, il baciasalami e grossi profili come te in parlamento sperando che, nel mentre, diano il voto ai canidi e che, almeno loro, ti caghino.",0,
5561,Non so! … Sicuramente un culattone. [URL],1,"Il termine ""culattone"" è un insulto omotransfobico rivolto a persone omosessuali, usato in modo dispregiativo e offensivo. Il tweet contiene quindi odio omotransfobico."
5562,@user_abcdefgh È ricchione ? Di la verità ti piacerebbe prenderlo da lui nel tuo bel culetto liscio? Mmm a occhio ormai sarai più tipo da bakayoko,1,"Il tweet utilizza il termine ""ricchione"", un insulto omotransfobico, e contiene un linguaggio sessualmente esplicito e denigratorio rivolto presumibilmente a una persona omosessuale. Il tono è offensivo e derisorio, quindi il contenuto è da considerarsi odio omotransfobico."
5563,A 4 tweet su 5 risponderei solo ma non mi rompere i coglioni culattone che non sei altro,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"" in modo offensivo e denigratorio, rivolto presumibilmente a persone LGBTQIA+, con un tono chiaramente dispregiativo."
5564,ma andate in culo voi e tutti i servi dei maiali a stelle e strisce. stop alle armi ai nazisti ucraini e accordo coi russi per avere gas petrolio e materie prime. pensate agli italiani prima di tutto. fatelo almeno 1 volta. avete rotto il cazzo. [URL],0,
5565,@user_abcdefg Invece essere avanti di 8 mesi visito come serve? Chi ha il grano va... Chi ha dei cinesi pieni di debiti piglia in culo.,0,
5566,comunque oggi il mio obiettivo della giornata è solo capire come mai Bukowski definisca la pioggia “succhiacazzi”,0,
5567,@user_a ci sto facciamo scappatella frocia,0,
5568,"@user_abcdefg Nella lingua napoletana c'è: chiachiello, nacchennella, farinello, femminiello, pucchiacchiello, bavattiello. Se ci si guarda intorno, li troviamo con molta facilità, per i comportamenti che tanti assumono",1,"Il tweet fa riferimento a termini della lingua napoletana che tradizionalmente indicano persone omosessuali o transgender in modo stereotipato e li associa a ""comportamenti che tanti assumono"", suggerendo un giudizio generalizzato e negativo. Questo implica un pregiudizio e una derisione verso persone LGBTQIA+, configurando odio omotransfobico."
5569,"@user_ @user_abcdefg @user_abcdefgh Queste cose ci sono sempre state. Pederasti, lesbiche, prostitute, invertiti, femminielli una volta si chiamavano col loro nome, oggi sono ""liquidi"", ""non binari""...",1,"Il tweet contiene odio omotransfobico perché utilizza termini offensivi e dispregiativi come ""pederasti"", ""invertiti"" e ""femminielli"" per riferirsi a persone LGBTQIA+, esprimendo un giudizio negativo e discriminatorio verso queste identità. L'uso di queste parole in un contesto denigratorio configura un contenuto di odio omotransfobico."
