id,text,label,explanation
5478,@user_a finisce con un ma non mi rompere le balle culattone che non sei altro dopo dieci minuti,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""culattone"" in tono dispregiativo."
5479,"le amicizie da tre fanno schifo, qualcuno la piglia sempre nel culo, in questo caso io🤪",0,
5480,@user_abcdefgh CIAO DONOSO...DI KE PARLI??? 🤔IO NN O POSTATO NESSUN MEME VEDO SOLO UN RATTO KE FUMA UNA SIGARETTA.. SARÀ STATO KUEL CRETINO FEMMINIELLO DI MIO NIPOTE 🤬🤬🤬,1,"Il tweet contiene odio omotransfobico perché usa il termine ""femminiello"" in modo dispregiativo e offensivo per insultare il nipote."
5481,"@user_abcd Sì chiama televisione spazzatura. Come se essere gay dovesse essere per forza sinonimo di ""effeminato"": e vai con gli stereotipi; non ne usciremo mai!",0,
5482,@user_abcdefg @user_abcdefghij A me questo gia mi ha rotto il cazzo. Andasse a fare in culo da qualche altra parte con quel pescivendolo di Mendes e la sua banda di zingari,0,
5483,"Ieri uno della compagnia dopo essersi provato lo smalto fa:""ua questo smalto nero è proprio forte, quasi quasi divento ricchione"" io veramente pieno di questa gente, non vedo l'ora di non rivederli mai più",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo dispregiativo, associandolo a un'azione (mettersi lo smalto) e implicando che diventare ""ricchione"" sia qualcosa di negativo o indesiderabile."
5484,"@user_abcde E' uscito il 69, che culattone eh ? ahahhahhahahhah ciuaoooo Luchino, sempre forte.👍👍😅😘🤣🤣🤣🤣",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"" in tono derisorio e offensivo."
5485,"Nel caso non muoverò un dito. A prescindere, perché i parassiti statalisti possono andare a fare in culo. A maggior ragione pensando a quanto hanno rotto e rompono i coglioni le femministe di turno. Muovono il culo loro, d'altronde sono più brave e emancipate (cit) [URL]",0,
5486,Erica l'ho gia mandato a quel paese....quella faccia da culattone. Non se ne può piu [URL],1,"Il tweet contiene odio omotransfobico perché usa l'espressione ""faccia da culattone"" in modo dispregiativo."
5487,@user_abcdef Ma davvero ci sono novità sulla checca canadese?,1,"Il tweet contiene odio omotransfobico perché utilizza il termine dispregiativo ""checca"" riferito a una persona."
5488,@user_abc Il mio amico Renè: “ma te stavi insieme a quel culattone...e parte con la descrizione del tipo”. Piango 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣un approccio fenomenale🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"", che è un epiteto dispregiativo nei confronti di persone omosessuali."
5489,@user_abcdefgh @user_abcdefghij Però te giudichi. Brava ciucciacazzi.,0,
5490,@user_abcdefghi @user_abcdef parla per te culattone di merda,1,"Il tweet contiene odio omotransfobico perché utilizza l'insulto ""culattone"", un termine dispregiativo a sfondo omofobico, e lo combina con un'altra espressione offensiva (""di merda"")."
5491,@user_abcdef @user_abcd torna alla fenomenologia culattone,1,"Il tweet contiene odio omotransfobico perché utilizza l'insulto ""culattone"" in riferimento all'orientamento sessuale percepito degli utenti menzionati."
5492,"@user_abcdef immagina voler commentare la politica internazionale usando il termine ""checca"" come dispregiativo 🤡",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""checca"" come dispregiativo."
5493,"ho l'oratorio sotto casa e ho appena sentito dei bambini urlare in coro ""marco è un ricchione marco è un ricchione""..crescono bene ❤️❤️😍",1,"Il tweet contiene odio omotransfobico perché riporta un episodio di omofobia infantile, dove l'appellativo ""ricchione"" viene utilizzato in modo dispregiativo e offensivo."
5494,@user_abcdef “Ma sta zitto culattone che non sei altro”,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""culattone"", che è un termine dispregiativo e offensivo nei confronti degli omosessuali."
5495,"@user_abcde Culattona, frocia, maiala pervertita, battona uhmmmmmm troia scappellata",1,"Il tweet contiene odio omotransfobico perché utilizza gli appellativi ""frocia"" e ""culattona"" in modo dispregiativo e offensivo."
5496,"@user_abcdef Ma questi si svegliano la mattina pensando subito di andare in TV a dire stronzate e prendere per il culo la gente ,ma non lo hanno ancora capito che hanno rotto fin troppo",0,
5497,@user_abc @user_abcdefgh @user_ab Ma non ci rompere le palle culattone,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""culattone"" con intento offensivo."
5498,@user_abc @user_abcde @user_abcdefgh @user_ab Ma non ci rompere le palle culattone x2,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"", un insulto omofobico, per aggredire verbalmente l'utente."
5499,"@user_abcdefghi @user_abcdefg @user_abcde Stop. Tutto il resto non conta, non è argomento degno di dibattito e di diritto civile e talvolta anche penale. Ma guai a contrastare il cannarolo o il culattone... Zan è pronto a sventolare le manette. Se muore qualcuno con il siero magico, come dicono ad Oxford... Stikazzi",1,"Il tweet contiene odio omotransfobico perché utilizza il termine dispregiativo ""culattone"" riferendosi probabilmente all'Onorevole Zan, e lo accusa ironicamente di essere pronto a usare le manette contro chi lo contrasta, insinuando una persecuzione verso chi non la pensa come lui."
5500,@user_abc @user_abcd @user_abcdefg @user_abcd TORNA QUANDO NON SARAI PIÙ FROCIA,1,"Il tweet contiene odio omotransfobico perché usa l'appellativo ""frocia"" in tono dispregiativo per screditare o insultare qualcuno."
5501,@user_abcdefgh Si gasano per un ricchione biondino con la faccia da bravo ragazzo,1,"Il tweet contiene odio omotransfobico perché usa l'appellativo ""ricchione"" in modo dispregiativo per descrivere una persona."
5502,I SENTINELLI AL VERONA PRIDE! Verona per tanto tempo è stato il fortino della destra più becera e razzista. Il risultato delle ultime Comunali apre alla speranza che anche in questa splendida città possa finalmente soffiare un vento nuovo. [URL],0,
5503,"@user_abcde IL RIKKIONAZZO SVIZZERO FROCIO SINISTROIDE STO FIGLIO DI BUTTANA IDIOTA E STUPIDO FINOKKIO ROTTO IN CULO CONTINUA A DIRE BUGIE,SE QUALCUNO CONOSCE KLAUS DAVI E LO VEDE SE PUO' SPUTARGLI IN FACCIA ANCHE PER ME,SE LO BECCO IO LO FACCIO PENTIRE DI ESSERE NATO FROCIONE PIDIOTA",1,"Il tweet contiene odio omotransfobico perché utilizza ripetutamente termini dispregiativi e omofobi come ""frocio"", ""finokkio"", e ""frocione"" per insultare e denigrare una persona, arrivando ad incitare alla violenza fisica."
5504,"@user_abcdefg io non sopporto il termine ""Adoro"". Sa tantissimo di checca isterica...e chiaramente non c'è nulla di omofobo in quello che sto dicendo. Una pura considerazione",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""checca isterica"" in modo dispregiativo, associando un orientamento sessuale a un comportamento considerato negativo e stereotipato. Il tentativo di negare l'omofobia non annulla l'uso di un linguaggio offensivo e basato su pregiudizi."
5505,"@user_abcde @user_abcd RIKKIONE DI MERDA,CULATTONE DELLA PEGGIOR SPECIE,FROCIO,PURPU,SCHIFOSO SINISTROIDE FALSO,CHECCA,FINOKKIO,BASTARDO SVIZZERO",1,"Il tweet contiene odio omotransfobico perché utilizza una serie di insulti omofobici come ""culattone"", ""frocio"", ""checca"", ""finokkio"" rivolti direttamente all'utente."
5506,ha interpretato un milanese criminale una gay icon un cesso che compie revenge porn adesso passiamo al bad boy ossigenato per poi arrivare in futuro ad un pittore e un pischello che si innamora di una trentenne (?) a natale i suoi mille talenti,0,
5507,@user_abcde Sono a favore di poliziotti e carabinieri femminielli che corrono sculettando dietro ai delinquenti!,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminielli"" in modo derisorio e stereotipato per descrivere poliziotti e carabinieri, implicando che la loro presunta effeminatezza li renderebbe ridicoli e inadatti al loro ruolo."
5508,@user_abcdefg @user_abcdefgh Meglio na vita da poverapecora che na vita da pedofilo come te. Rosicone al servizio del Dillon. Ciao culattone,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""culattone"" in modo dispregiativo e offensivo."
5509,queste cose gay stanno sfuggendo di mano ma va bene così più gay e togliamo il medico di torno,0,
5510,@user_abcdefg Sai sparare ma sei rotto in culo,0,
5511,"@user_abcdefg Hanno fatto la battutella ""Chissà se la pagina ufficiale di amigos si ricorderà del tour di A""(frecciatina ennesima al fatto che caghino solo L) e poof, 15 minuti dopo l'apertura delle vendite, hanno postato su di lui Solo figure di merda, ogni volta",0,
5512,@user_abcd TWITTER FOTTUTO ANTISEMITA SCURNACCHIAT FEMMINIELLO,1,"Il tweet contiene odio omotransfobico perché usa il termine ""femminiello"" in maniera dispregiativa, come insulto."
5513,"Chi ha fatto la colonna sonora di ""Call Me By Your Name""? Ennio Ricchione",1,"Il tweet contiene odio omotransfobico perché utilizza il cognome ""Ricchione"" in modo dispregiativo e offensivo."
5514,@user_abcd Mi sa che il travione ti ha bloccato lmao,1,"Il tweet contiene odio omotransfobico perché utilizza il termine dispregiativo ""travione""."
5515,È successo: mi hanno dato del ricchione pidiota,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"", un insulto omofobico."
5516,HANSOL RICCHIONE DI MERDA NON SEGUIRÒ MAI PIÙ I TUOI CONSIGLI,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""ricchione"" in modo dispregiativo e offensivo."
5517,"@user_abcdef @user_abcdefgh @user_abcdefghi Peggior portiere della storia dell'inter,che fa papere da 3 anni, da sempre la colpa agli altri e ci ha fatto perdere lo scudetto ma non va insultato via ciucciacazzi di zhang",0,
5518,"@user_abcde Irresponsabile? Cosè? hai paura di dire che sta facendo il culattone con il nostro culo? Perché lo sai cosa succede domani vero? Borsa giù e spread su, molto su. elementare stefano, elementare. mandatelo a fanculo prima che sia troppo tardi.",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"" in modo dispregiativo e offensivo, associandolo a conseguenze economiche negative, insinuando che l'omosessualità sia un problema o una colpa."
5519,@user_abcde @user_abcdefg @user_a Te hai il belino stai bravo che ti prendono per buliccio 😎,0,
5520,@user_abcdefg Anche parecchio culattone: senza discriminare!,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"" in modo dispregiativo, connotandolo negativamente nonostante la successiva precisazione ""senza discriminare""."
5521,"@user_abcd @user_abcdefghij Mancano all'appello i piglianculo Cos'è, politically correct?",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""piglianculo"", che è un insulto omofobico."
5522,Ma stai zitta non sono ricchione,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""ricchione"" in modo dispregiativo per negare un'affermazione."
5523,#PRELEMI #prelemi @user_abcdefghi a chi vuoi prendere per i fondelli. Questo a casa tua sto finto gay lo hai anche trombato [URL],1,"Il tweet contiene odio omotransfobico perché utilizza l'espressione ""finto gay"" in modo dispregiativo, insinuando falsità e strumentalizzazione dell'identità sessuale."
5524,@user_abcdefghij BASTARDO ROTTO IN CULO FRUSTRATO LARVA DELLA MERDA CODARDO,0,
5525,"@user_abcdefghi Ma non mi rompere le balle, culattone che non sei altro",1,"Il tweet contiene odio omotransfobico perché utilizza l'insulto ""culattone"" in modo dispregiativo."
5526,@user_abcdefg @user_abcde Ricchione chiaro che ci vado ahaha compleanno,1,"Il tweet contiene odio omotransfobico perché utilizza l'insulto ""ricchione"" in riferimento a qualcuno."
5527,"Questo patetico schifoso nullafacente di Sanchez pensa di essere ancora nel 2012. Sei scarso, rotto, dannoso e patetico. Prendi e vattene a fare in culo [URL]",0,
5528,"@user_abcdefghi Una volta mi sei passato vicino in Regione a Firenze,io ero seduto su uno scalino insieme a altri colleghi perché ci volevano licenziare Hai una faccia simpatica e sembri piuttosto effeminato pur con la barba Sicuro di essere Leghista?",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""effeminato"" in modo insinuante e potenzialmente dispregiativo, suggerendo una contraddizione tra l'essere ""effeminato"" e l'essere leghista, implicando che l'effeminatezza sia qualcosa di negativo o incompatibile con l'ideologia politica."
5529,I PREGIUDIZI - FACCIO UN ES. MA CE NE SONO A IOSA: MARLON BRANDO AMATO DA MIRIADE DI DONNE AMATO DA UOMINI PER IL SUO TALENTO CINEMATOGRAFICO LO STIMANO LO AMANO...MA TANTE PERSONE NON SANNO CHE MARLON ERA GAY!! O MEGLIO BSX ; ))) ADESSO LO AMI ANCORA COME PRIMA?,0,
5530,"Brunetta chi? Quando vivevo a Napoli c'era un femminiello simpaticissimo, piccolo di statura, che era famoso in centro per le scarpe altissime che indossava (si chiamavano zatteroni) quando percorreva via Toledo. Il femminiello era soprannominato Brunetta a' scarpetta. [URL]",0,
5531,@user_abcdef Populismo è dire ..smetto di stare in politica se perdo il referendum.. referendum perso e sei ancora in mezzo alle palle...populista che piglia per il culo la gente..,0,
5532,#prelemi e non mi venite a dire che questa non è Giulia. Qui tutte due non si capisce niente. Lui che fa una serata giusto per dove stavano 4 gatti giusto per stare a Maratea con figlio e ex anomalo ciò. Lei che si fa mettere la ma o sulle gambe gay o meglio bissesuale. 🤘Pier [URL],,"Il tweet contiene odio omotransfobico perché usa in modo dispregiativo il termine ""gay"" o ""bisessuale"" riferendosi all'atteggiamento di una persona."
5533,"@user_abcde Quando vai a Parigi, fa' il culattone",1,"Il tweet contiene odio omotransfobico perché usa il termine ""culattone"" in modo dispregiativo e offensivo."
5534,@user_abcdef rt anche se sono uomo e ricchione,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""ricchione"" in modo auto-denigratorio, implicando una connotazione negativa legata all'omosessualità."
5535,cazzo vuole sto ricchione misogino di platone [URL],1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""ricchione"" in modo dispregiativo per insultare la persona a cui si riferisce."
5536,@user_abcdefg visto che non ho avuto xiao ho dovuto assemblare una nuova squadra di femminielli per la mia salute mentale,0,
5537,I più carini sono gay comunque. E soprattutto si vede che si lavano.,0,
5538,"@user_abcdef Sia chiaro, ""ricchione"" è meno omofobo di ""frocio"".",1,"Il tweet contiene odio omotransfobico perché utilizza termini dispregiativi come ""ricchione"" e ""frocio"" per riferirsi a persone omosessuali, anche se tenta di stabilire una gerarchia tra i due. L'uso di tali termini, anche in una comparazione, contribuisce a un clima di ostilità e discriminazione."
5539,Femminiello SCURNACCHIAT omm e merd,1,"Il tweet contiene odio omotransfobico perché il termine ""femminiello"" è usato in modo dispregiativo, seguito da insulti (""omm e merd"") che ne amplificano la connotazione negativa."
5540,@user_abcdefg Sai da quando ? Da quando i farabutti sanno che non pagheranno mai. Ma poi è mia convinzione che è un’associazione a delinquere senza alcun onere. Sti femminielli si tirano i capelli e poi si inculano gli uni con gli altri. Alla buon compagno per intenderci.,1,"Il tweet contiene odio omotransfobico perché utilizza il termine dispregiativo ""femminielli"" riferito a persone omosessuali e descrive atti sessuali in modo volgare e denigratorio."
5541,"RT @user_abcdefghijk Aspe', mi è appena venuta in mente quella volta che Civas ha rotto il culo a Santana #concertozzo @user_ @user_abcde",0,
5542,"Infame, pezzo di merda è culattone [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"", un epiteto dispregiativo nei confronti degli omosessuali, come insulto."
5543,Il saraceno di sta minchia. Che me ne frega a me di quante donne ha? Io ricchione sono. [URL],0,
5544,"@user_abcdefghij Quando una checca isterica viene elevata da 0 a 0,2… questi sono gli effetti.",1,"Il tweet contiene odio omotransfobico perché utilizza il termine dispregiativo ""checca"" per insultare una persona, associandolo a un comportamento ""isterico"" e sminuendone il valore."
5545,"Cercare persone decise, no pseudo rivoluzionari a chiacchiere, caxxari vari.. la soluzione per uscirne fuori, ma non solo qui, soprattutto sul territorio, e questi mi parlano di cosa fa conte o pregliasco, me ne frega na sega di quello che fa il liquidatore e il #culattone.",1,"Il tweet contiene odio omotransfobico perché usa il termine ""culattone"" in modo dispregiativo per riferirsi a una persona, denigrandola."
5546,@user_abcdefgh Mi fa schifo e secondo me è più da checca l'iqos,1,"Il tweet contiene odio omotransfobico perché usa il termine ""checca"" in modo dispregiativo per esprimere disgusto verso qualcosa."
5547,"@user_abcdefghij Ma magari rosso rotto in culo. Magari come l'Ungheria. Vatti a fare un giro in quella nazione, poi mi dici",0,
5548,"@user_abcde Immigrati irregolari, femminielli, LGBT, lgbtq,",1,"Il tweet contiene odio omotransfobico perché elenca diverse categorie di persone, tra cui ""femminielli"" e sigle LGBTQ+, accostandole a ""Immigrati irregolari"", suggerendo un'associazione negativa o indesiderabile tra questi gruppi."
5549,Attenzione checca-fight #90giorniperinnamorarsi,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""checca"", un epiteto dispregiativo nei confronti delle persone omosessuali, per descrivere una lite, connotandola negativamente."
5550,ma vogliamo dormire invece di fare le ricchione o no? @user_abcdefg,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo dispregiativo per sollecitare o criticare un comportamento."
5551,@user_abcdef Ma non mi rompere le balle culattone che non sei altro.,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""culattone"" con intento dispregiativo."
5552,@user_abcdef @user_ab @user_abcdefg @user_abcdefghi È sempre facile fare il ricchione col culo degli altri,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo dispregiativo, implicando che qualcuno stia approfittando degli altri."
5553,"Vorrei chiarire un punto, con buona pace degli omofobi e di quelli che ancora nel 2022 parlano di ""mosse da checca"". Questo è il MIO pensiero, non vuole essere universale e molto probabilmente non verrà condiviso dalla comunità LGBTQI+ in ascolto. Mi dispiace, ma è la mia vita. »",0,
5554,@user_abcdefghi Un femminiello vecchio stampo 🤦‍♀️😟,1,"Il tweet contiene odio omotransfobico perché usa il termine ""femminiello"" in modo dispregiativo, accompagnato da emoji che esprimono disapprovazione."
5555,"@user_abcdefg Mi devo far benedire da nu pret ricchione, l'unica via",1,"Il tweet contiene odio omotransfobico perché utilizza il termine dispregiativo ""ricchione"" riferito a un prete."
5556,Donnarumma Spinazzola Deligt Demiral (Romero) Cancelo L'universo corretto.... Ma meglio DeSciglio ROTTO IN CULO,0,
5557,"Monica Lewinsky tra sé e sé: “trovo sconcertante che io per un pompino abbia dovuto sopportare attacchi ignobili di ogni tipo, e invece quelli che risiedono sotto la scrivania di #Draghi siano spacciati come giornalisti e non come succhiacazzi”",0,
5558,Tutti abbiamo amici politicamente ritardati. Spiegate loro che bastava porre la sfiducia ai ministri 5S e sostituirli. Evidentemente abbiamo un parlamento di femminielli.,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminielli"" in modo dispregiativo per insultare i membri del parlamento, implicando che la loro presunta effeminatezza sia un difetto o una debolezza."
5559,"@user_abcde Il governo non è caduto e Draghi ha la maggioranza, e la maggioranza ha votato in parlamento e Senato in maggioranza per Draghi! Informati prima di dire cialtronate renzusconiane con tocco intelligenza Salviniana! È Draghi che sta facendo checca isterica 😩",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""checca"" in senso dispregiativo per screditare l'operato di Draghi, implicando che un comportamento considerato ""effeminato"" sia negativo."
5560,"@user_abcdefgh Poi potremo tramare ad avere statisti come Gioggia, il baciasalami e grossi profili come te in parlamento sperando che, nel mentre, diano il voto ai canidi e che, almeno loro, ti caghino.",0,
5561,Non so! … Sicuramente un culattone. [URL],1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"", un insulto omofobico, per riferirsi a una persona."
5562,@user_abcdefgh È ricchione ? Di la verità ti piacerebbe prenderlo da lui nel tuo bel culetto liscio? Mmm a occhio ormai sarai più tipo da bakayoko,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""ricchione"" in modo dispregiativo e allusivo a pratiche sessuali, con l'intento di insultare e umiliare."
5563,A 4 tweet su 5 risponderei solo ma non mi rompere i coglioni culattone che non sei altro,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""culattone"" in modo dispregiativo."
5564,ma andate in culo voi e tutti i servi dei maiali a stelle e strisce. stop alle armi ai nazisti ucraini e accordo coi russi per avere gas petrolio e materie prime. pensate agli italiani prima di tutto. fatelo almeno 1 volta. avete rotto il cazzo. [URL],0,
5565,@user_abcdefg Invece essere avanti di 8 mesi visito come serve? Chi ha il grano va... Chi ha dei cinesi pieni di debiti piglia in culo.,0,
5566,comunque oggi il mio obiettivo della giornata è solo capire come mai Bukowski definisca la pioggia “succhiacazzi”,0,
5567,@user_a ci sto facciamo scappatella frocia,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""frocia"" in modo dispregiativo e offensivo, implicando un giudizio negativo sull'omosessualità nel contesto di una ""scappatella""."
5568,"@user_abcdefg Nella lingua napoletana c'è: chiachiello, nacchennella, farinello, femminiello, pucchiacchiello, bavattiello. Se ci si guarda intorno, li troviamo con molta facilità, per i comportamenti che tanti assumono",1,"Il tweet contiene odio omotransfobico perché utilizza una serie di termini dispregiativi e stereotipati per riferirsi a persone LGBTQIA+, insinuando che siano facilmente identificabili in base al loro comportamento."
5569,"@user_ @user_abcdefg @user_abcdefgh Queste cose ci sono sempre state. Pederasti, lesbiche, prostitute, invertiti, femminielli una volta si chiamavano col loro nome, oggi sono ""liquidi"", ""non binari""...",1,"Il tweet contiene odio omotransfobico perché utilizza termini come ""pederasti"", ""invertiti"" e ""lesbiche"" in un contesto dispregiativo, equiparandoli a ""prostitute"" e contrapponendoli in modo negativo alle identità di genere contemporanee (""liquidi"", ""non binari""). Il tono è denigratorio nei confronti delle persone LGBTQIA+."
5570,"@user_abcdefg Migliaia di tweet sullo stesso argomento in meno di 24 ore ma chiedere ai tuoi compagni di tifo di far partire una colletta per una escort, un femminiello, una bambola gonfiabile o direttamente per uno psichiatra capace, no ? Pensaci Fefè, dai una svolta a questa vita grama",1,"Il tweet contiene odio omotransfobico perché usa il termine ""femminiello"" in modo dispregiativo, equiparandolo a una escort o a una bambola gonfiabile, suggerendo che l'omosessualità sia una devianza o un problema mentale che necessita di uno psichiatra."
5571,"Da quando siamo passati dall'apprezzare un uomo in stivali e Levi's consumati, zaino in spalla a chiedere passaggi sulla Route 66 a considerare fico un essere effeminato in pantaloncini, sneakers, occhiali scuri e sigaretta elettronica in bocca fermo su un monopattino elettrico?!",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""effeminato"" in modo dispregiativo, contrapponendolo a un'immagine di mascolinità considerata più apprezzabile. L'uso del termine implica un giudizio negativo sull'aspetto e sul comportamento di persone che non si conformano agli stereotipi di genere."
5572,@user_abcdefgh Anche I #Femminielli di Napoli chiedono a mario draghi di restare.,0,
5573,@user_abc Spero si caghino tutti sotto on their way there veramente,0,
5574,@user_abcdefg @user_abcdefghi Sa che può fare a meno dei femminielli lui tratta con Giorgetti e Di maio,1,"Il tweet contiene odio omotransfobico perché utilizza il termine dispregiativo ""femminielli"" in un contesto in cui implica che trattare con persone LGBTQIA+ sia qualcosa da evitare, suggerendo che sia preferibile interagire con figure politiche di un certo tipo."
5575,@user_abc Oh no mi hai detto ricchione non so se supererò questo trauma da un bambino che ha la voce da ragazza 🥹,1,"Il tweet contiene odio omotransfobico perché utilizza l'insulto ""ricchione"" in modo dispregiativo."
5576,"Rotto per rotto, draby pisciagli in culo ai legammerda boys [URL]",0,
5577,RT @user_abcdefg @user_abcd @user_abcde Gigginiello il femminiello??😂😂😂,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminiello"" in modo derisorio e umiliante, associandolo a risate che ne amplificano la connotazione negativa."
5578,Fossi in Conte andrei davanti al senato con il cazzo di fuori e un cartello con scritto:”Lo stagista vi ha rotto il culo” #crisidigoverno,0,
5579,"@user_abcdefg @user_abc e allora sei un po' ritardato. Sto qui te lo mette dritto in culo e tu gli dai ragione solo perchè è freemok? Ma chi è freemok? Un russo ciucciacazzi, che sia forte a fortnite sinceramente non frega un cazzo. Ha la mentalità di un bambino, killa e balla. Muore=colpa del gioco.",0,
5580,@user_abcd ma io voglio mi caghino più persone,0,
5581,@user_abcd mario quel ricchione di mio fratello,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""ricchione"" in modo dispregiativo."
5582,@user_abcdefg 😂😂😂Questa è un famoso femminiello napoletano 😂😂😂😂,0,
5583,@user_abcde Piglianculo piglianculo piglianculo,1,"Il tweet contiene odio omotransfobico perché utilizza l'insulto ""Piglianculo"", termine dispregiativo usato contro gli omosessuali."
5584,"@user_abc @user_ab (omosessuali, ebrei, donne emancipate, meridionali). Lo spostamento della capitale segue uno schema nordista che vede il Nord come puro e laborioso, mentre il sud come covo di degenerazione (i femminielli di Napoli),",1,"Il tweet contiene odio omotransfobico perché associa l'omosessualità a una ""degenerazione"", accostandola ad altri gruppi sociali in modo dispregiativo e rafforzando uno stereotipo negativo. Nello specifico, l'uso del termine ""femminielli di Napoli"" in un contesto di ""degenerazione"" è offensivo."
5585,"@user_a Vero: in 17 mesi di Governo ha rotto il culo agli italiani onesti. Molto, molto oggettivo. #Draghi",0,
5586,"@user_a Per Sciascia, sarebbero rientrati nella categoria ""piglianculo"".",1,"Il tweet contiene odio omotransfobico perché il termine ""piglianculo"" è un insulto omofobico."
5587,"Il solo fatto di ignorare il sistema statale, boicottarlo e dedicarsi ad altro è la battaglia più utile e definitiva. Non di certo: ""bisogna cambiare le cose dall'interno"" dei libbbberali da fondazione rotto in culo [URL]",0,
5588,"@user_abcdefg @user_ab Ricchione, ti stai mettendo contro di LVI! [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""ricchione"" in modo dispregiativo e minaccioso."
5589,@user_abcdefghij ma non mi rompere il cazzo è disattiva le notifiche ricchione,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""ricchione"" in tono dispregiativo per insultare l'utente."
5590,@user_abcdefghij Uno #schifoso. Che i piccioni riuniti in corposo stormo gli caghino in testa. #ribrezzo politico,0,
5591,@user_abcdef Mavvaffanculo femminiello torna in Francia che di coglioni siamo pieni mezza sega! [URL],1,"Il tweet contiene odio omotransfobico perché utilizza il termine dispregiativo ""femminiello"" con intento offensivo e discriminatorio."
5592,@user_abcd A novembre c’è la pausa di due mesi. Istant team per arrivare dal 4 in su.l’unico fattore è che sono mentalmente dei disadattati isterici e ne perdono una vanno in ansia da femminielli. Ma la squadra c’è,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminielli"" in modo dispregiativo, equiparandolo a uno stato di ansia e debolezza mentale."
5593,"@user_abcdefghij @user_abcdefghi La Madonna che ha dietro dovrebbe essere la Madonna Nera di Montevergine,che oltre ad essere nera è anche protettrice dei ""femminielli"" che la onorano ogni anno in occasione della Candelora... ignorante anche in questo [URL]",0,
5594,mio figlio è venuto a casa che a conosciuto a una ragazza. Dico finalmente ne ricchione. Lui papà però e rumena. Io mo non mi interessa vita tua pero ogni cosa la sua eta la rumena quando fai 60 anni no mo. Mi sono preso il numero e lui lo mandato al wellcum ci vuole leducazione,1,"Il tweet contiene odio omotransfobico perché usa il termine ""ne ricchione"" in tono dispregiativo nei confronti del figlio, esprimendo disapprovazione per una sua presunta omosessualità."
5595,Alcuni uomini hanno dei gusti molto discutibili si mettono con certe che sono seriamente dei travioni non capisco,1,"Il tweet contiene odio omotransfobico perché utilizza il termine dispregiativo ""travioni"" per denigrare alcune donne, implicando un giudizio negativo basato sulla loro identità di genere percepita."
5596,ho letto ricchione al posto di riccione,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"", un insulto omofobico, anche se in un contesto di errore di lettura."
5597,La prima foto a sx non ha bisogno di presentazioni.. Una decerebrata schifosa.. Dove sono gli assistenti sociali in Italia!? Le altre due foto mostrano coppie di genitori gay.. Ho detto tutto.. Povera piccola R. I. P ❤️ 🌈🌈🌈🌈 [URL],1,"Il tweet contiene odio omotransfobico perché implicitamente associa una connotazione negativa alla presenza di genitori gay. L'espressione ""Ho detto tutto"" suggerisce che la mera presenza di genitori gay sia sufficiente a spiegare la situazione negativa della bambina, alimentando un pregiudizio."
